event_id,toa_mjd_bary
B01138,60375.204014702998
B01140,60375.204067291997
B01141,60375.204091514002
B01143,60375.204094927001
B01144,60375.204164470000
B01145,60375.204211613003
B01146,60375.204462340000
B01147,60375.204563997002
B01148,60375.204621835001
B01149,60375.204683846001
B01150,60375.204719077003
B01151,60375.204724811003
B01152,60375.204836817997
B01153,60375.204905191000
B01154,60375.204963721000
B01155,60375.204967279999
B01156,60375.205122801002
B01157,60375.205125034001
B01159,60375.205191784000
B01160,60375.205237390997
B01161,60375.205349876000
B01162,60375.205362738001
B01163,60375.205512104003
B01164,60375.205540773000
B01166,60375.205666456000
B01167,60375.205755342002
B01168,60375.205976081998
B01169,60375.206028262000
B01170,60375.206068059000
B01171,60375.206095838999
B01172,60375.206109338003
B01173,60375.206132323001
B01174,60375.206171354002
B01175,60375.206188434000
B01176,60375.206213402998
B01177,60375.206241929998
B01178,60375.206350154003
B01179,60375.206409475002
B01181,60375.206669288003
B01182,60375.206681716998
B01184,60375.206701675997
B01185,60375.206787638999
B01186,60375.206864221997
B01187,60375.206962343000
B01188,60375.207137602003
B01189,60375.207153955002
B01190,60375.207179283003
B01191,60375.207301009999
B01193,60375.207416115998
B01194,60375.207701403000
B01195,60375.207870354003
B01196,60375.207997580001
B01197,60375.208158585003
B01198,60375.208173357998
B01199,60375.208223831003
B01200,60375.208272834003
B01201,60375.208646238003
B01202,60375.208756432003
B01204,60375.208785878996
B01205,60375.208879548001
B01207,60375.208889296999
B01208,60375.209058908003
B01209,60375.209077965003
B01211,60375.209192686998
B01214,60375.209239752003
B01215,60375.209513132002
B01216,60375.209679893997
B01217,60375.209717839003
B01218,60375.209759719000
B01219,60375.209790248999
B01220,60375.209821206998
B01222,60375.209955945000
B01223,60375.210045147003
B01224,60375.210054007999
B01226,60375.210112387002
B01227,60375.210115303998
B01228,60375.210138087001
B01229,60375.210395469003
B01230,60375.210911367001
B01231,60375.210936322001
B01234,60375.211072858998
B01235,60375.211287470003
B01236,60375.211413302997
B01237,60375.211587409998
B01238,60375.211697018000
B01239,60375.211822997000
B01240,60375.212018304002
B01241,60375.212273757003
B01243,60375.212358315002
B01244,60375.212554165002
B01245,60375.212863271001
B01246,60375.212911745999
B01247,60375.212913941003
B01248,60375.213036850997
B01249,60375.213221268001
B01250,60376.099587347999
B01251,60376.099635979001
B01252,60376.099745168001
B01253,60376.099817374001
B01254,60376.099819117000
B01255,60376.099851362997
B01256,60376.099873371997
B01258,60376.099911053003
B01259,60376.099922207002
B01261,60376.100064621001
B01262,60376.100359994001
B01263,60376.100361609002
B01264,60376.100487361000
B01265,60376.100624598999
B01267,60376.100790388002
B01268,60376.100896896001
B01269,60376.100947314997
B01270,60376.101099318003
B01272,60376.101209100001
B01274,60376.101587705001
B01275,60376.101602082999
B01276,60376.101907500000
B01277,60376.102171113002
B01278,60376.102193924002
B01279,60376.102225950999
B01281,60376.102271714000
B01282,60376.102273121003
B01284,60376.102309139002
B01285,60376.102393232999
B01286,60376.102767509998
B01287,60376.102936748997
B01288,60376.103018365997
B01289,60376.103069696001
B01290,60376.103193504001
B01291,60376.103224592996
B01292,60376.103428599003
B01293,60376.103590336999
B01294,60376.103592143998
B01295,60376.103760131999
B01296,60376.103903349998
B01297,60376.103929719997
B01298,60376.104010228002
B01299,60376.104031677998
B01300,60376.104158872004
B01301,60376.104355167001
B01302,60376.104438169001
B01303,60376.104850208998
B01304,60376.104851529002
B01305,60376.104853404002
B01306,60376.104942061997
B01307,60376.105095106999
B01308,60376.105096799998
B01309,60376.105138633997
B01310,60376.105157523001
B01311,60376.105212658003
B01312,60376.105227735003
B01314,60376.105303203003
B01315,60376.105304730001
B01317,60376.105317506001
B01319,60376.105349650999
B01321,60376.105351188002
B01322,60376.105413844998
B01323,60376.105427679002
B01324,60376.105867614999
B01325,60376.106077987999
B01326,60376.106122281999
B01327,60376.106280619999
B01328,60376.106622751999
B01329,60376.106899236001
B01330,60376.106903499996
B01331,60376.107052571999
B01332,60376.107070837003
B01333,60376.107100898000
B01334,60376.107216023003
B01336,60376.107218051999
B01337,60376.107250644003
B01339,60376.107264329003
B01340,60376.107499475002
B01341,60376.107727119001
B01342,60376.107733919998
B01343,60376.107751272997
B01344,60376.107773688003
B01345,60376.107941902002
B01346,60376.108138253003
B01348,60376.108194416003
B01350,60376.108201064999
B01351,60376.108224818003
B01353,60376.108239690999
B01354,60376.108329902003
B01355,60376.108370431997
B01356,60376.108469252998
B01357,60376.108508101999
B01358,60376.108560164001
B01359,60376.108603419001
B01360,60376.108669931004
B01362,60376.108768120997
B01363,60376.108774519998
B01364,60376.108796870998
B01365,60376.108899493003
B01366,60376.108912012998
B01367,60376.109101745998
B01368,60376.109157453000
B01369,60376.109160366999
B01370,60376.109413794002
B01371,60376.109457682003
B01372,60376.109721159002
B01373,60376.109784335000
B01374,60376.109891685999
B01376,60376.109982907001
B01379,60376.110167133003
B01380,60376.110201739997
B01381,60376.110294049002
B01383,60376.110364679997
B01385,60376.110388374000
B01386,60376.110389644004
B01388,60376.110492619999
B01390,60376.110525798998
B01392,60376.110690182002
B01393,60376.110908501003
B01394,60376.110975563999
B01397,60376.111050334999
B01398,60376.111056622001
B01399,60376.111060545001
B01400,60376.111208811002
B01401,60376.111460259002
B01402,60376.111495527002
B01403,60376.111670723003
B01405,60376.111845774001
B01406,60376.112083781998
B01407,60376.112122081002
B01408,60376.112142343998
B01409,60376.112287983000
