row_index,Telescope,obs_code,mjd_start,mjd_end,bandwidth,cent_f,low_c_l,high_c_h,rec_time_s,rec_time_m,rec_time_h,rec_time_d
358,stk,r117_59923_269,59923.833411240186,59923.98633342804,98.4375,1381.46484375,1332.24609375,1430.68359375,13212.47703039553,220.20795050659217,3.670132508443203,0.15292218785180012
359,wb,p11732,59924.47515046296,59924.86306475852,64.0,332.0,300.0,364.0,31877.515262947418,531.2919210491236,8.854865350818727,0.3689527229507803
360,stk,r117_59924_270,59924.49754530844,59924.62603644412,98.4375,1381.46484375,1332.24609375,1430.68359375,11101.634122570977,185.02723537618294,3.0837872562697157,0.12849113567790482
361,stk,r117_59924_271,59924.626044696815,59924.7701503104,98.4375,1381.46484375,1332.24609375,1430.68359375,12450.725014018826,207.51208356698044,3.4585347261163406,0.14410561358818086
362,stk,r117_59924_272,59924.770155852624,59924.8945644596,98.4375,1381.46484375,1332.24609375,1430.68359375,10748.903642920777,179.14839404867962,2.9858065674779937,0.12440860697824974
363,stk,r117_59924_273,59924.894574451806,59925.014167052774,98.4375,1381.46484375,1332.24609375,1430.68359375,10332.800722983666,172.2133453830611,2.8702224230510183,0.1195926009604591
364,stk,r117_59925_274,59925.351580169016,59925.47712262969,98.4375,1381.46484375,1332.24609375,1430.68359375,10846.86860202346,180.78114336705767,3.0130190561176278,0.12554246067156782
365,wb,p11733,59925.47236111111,59925.97000920296,64.0,332.0,300.0,364.0,32874.187271576375,547.9031211929396,9.131718686548993,0.38048827860620804
366,stk,r117_59925_275,59925.47712970919,59925.60318666793,98.4375,1381.46484375,1332.24609375,1430.68359375,10891.321235708892,181.5220205951482,3.0253670099191368,0.1260569587466307
367,stk,r117_59925_276,59925.60319666013,59925.72992046789,98.4375,1381.46484375,1332.24609375,1430.68359375,10948.936990764925,182.48228317941542,3.0413713863235903,0.12672380776348294
368,tr,f22l19,59925.71883101852,59925.987488379345,128.0,1414.0,1350.0,1478.0,22058.93862163648,367.64897702727467,6.127482950454578,0.2553117896022741
369,stk,r117_59925_277,59925.729935800075,59925.85500482384,98.4375,1381.46484375,1332.24609375,1430.68359375,10805.963653279468,180.09939422132447,3.001656570355408,0.12506902376480866
370,stk,r117_59925_278,59925.85504730086,59925.97993662652,98.4375,1381.46484375,1332.24609375,1430.68359375,10790.437737316824,179.8406289552804,2.99734381592134,0.12488932566338917
371,wb,p11734,59926.46958333332,59926.96721928889,64.0,332.0,300.0,364.0,41201.45819422323,686.6909699037205,11.444849498395342,0.47686872909980593
372,tr,f22c21,59926.71883101852,59926.96145832079,256.0,4708.0,4580.0,4836.0,19787.978869560175,329.7996478260029,5.4966607971000485,0.22902753321250202
373,wb,p11735,59927.466805555545,59927.964453647415,64.0,332.0,300.0,364.0,32625.41262076702,543.7568770127837,9.062614616879728,0.37760894236998865
374,tr,f22l20,59927.70841435184,59927.97708332082,128.0,1414.0,1350.0,1478.0,22100.9676854359,368.34946142393164,6.139157690398861,0.25579823709995253
375,wb,p11736,59928.46402777777,59928.96167586963,64.0,332.0,300.0,364.0,41194.11815721542,686.5686359535903,11.442810599226505,0.476783774967771
376,tr,f22c22,59928.73619212963,59928.97881943856,256.0,4708.0,4580.0,4836.0,19934.97202657163,332.24953377619386,5.537492229603231,0.23072884290013462
377,wb,p11737,59929.46126157407,59929.95889809185,64.0,332.0,300.0,364.0,41198.31245087553,686.6385408479255,11.443975680798758,0.4768323200332816
378,tr,f22l21,59929.70841435184,59929.97708332082,128.0,1414.0,1350.0,1478.0,22081.95814699866,368.032635783311,6.133877263055183,0.25557821929396596
379,wb,p11738,59930.45846064815,59930.862487964456,64.0,332.0,300.0,364.0,33258.752512419596,554.3125418736599,9.238542364560999,0.3849392651900416
380,stk,r117_59930_279,59930.88666100649,59931.01285615719,98.4375,1381.46484375,1332.24609375,1430.68359375,10903.261020826176,181.7210170137696,3.02868361689616,0.12619515070400666
381,stk,r117_59931_280,59931.0116848023,59931.13690581295,98.4375,1381.46484375,1332.24609375,1430.68359375,10819.095319882035,180.31825533136725,3.0053042555227876,0.12522101064678282
382,stk,r117_59931_281,59931.135516045215,59931.258034464496,98.4375,1381.46484375,1332.24609375,1430.68359375,10585.591425863096,176.42652376438494,2.940442062739749,0.12251841928082288
383,wb,p11739,59931.455706018525,59931.95334253629,64.0,332.0,300.0,364.0,41195.42888549622,686.590481424937,11.443174690415617,0.47679894543398404
384,tr,f22c23,59931.69800925926,59931.95797453117,256.0,4708.0,4580.0,4836.0,21369.976958655752,356.16628264426254,5.936104710737709,0.24733769628073787
385,wb,p11740,59932.452916666676,59932.950564758525,64.0,332.0,300.0,364.0,41202.506759623066,686.7084459937178,11.445140766561963,0.4768808652734151
386,tr,f22l22,59932.69800925926,59932.975335642324,128.0,1414.0,1350.0,1478.0,22784.9587287521,379.7493121458683,6.329155202431139,0.26371480010129744
387,wb,p11741,59933.45013888889,59933.94776574224,64.0,332.0,300.0,364.0,41184.68097432051,686.4113495720085,11.440189159533475,0.4766745483138948
388,tr,f22c24,59933.69452546296,59933.945821753376,256.0,4708.0,4580.0,4836.0,20656.973942974582,344.2828990495764,5.7380483174929395,0.2390853465622058
389,wb,p11742,59934.55292824072,59934.86222176074,64.0,332.0,300.0,364.0,24179.91424142383,402.9985706903972,6.716642844839953,0.27986011853499804
390,stk,r117_59934_282,59934.61198331494,59934.6409840063,98.4375,1381.46484375,1332.24609375,1430.68359375,2505.6597332004458,41.76099555334076,0.6960165925556794,0.02900069135648664
391,stk,r117_59934_283,59934.641329728925,59934.76533715041,98.4375,1381.46484375,1332.24609375,1430.68359375,10714.241216517983,178.5706869419664,2.97617811569944,0.12400742148747665
392,stk,r117_59934_284,59934.76536741023,59934.89882908742,98.4375,1381.46484375,1332.24609375,1430.68359375,11531.088909460232,192.18481515767053,3.203080252627842,0.13346167719282676
393,stk,r117_59934_285,59934.898851822734,59934.92941603316,98.4375,1381.46484375,1332.24609375,1430.68359375,2640.7477810280398,44.012463017133996,0.7335410502855666,0.030564210428565275
394,wb,p11743,59935.44457175926,59935.94223142518,64.0,332.0,300.0,364.0,41233.701885002665,687.2283647500444,11.453806079167407,0.4772419199653086
395,stk,r117_59935_286,59935.62191990555,59935.74873603008,98.4375,1381.46484375,1332.24609375,1430.68359375,10956.913159531541,182.6152193255257,3.0435869887587614,0.12681612453161506
396,tr,f22l23,59935.69105324074,59935.97707175343,128.0,1414.0,1350.0,1478.0,23500.976399425417,391.6829399904236,6.528048999840394,0.2720020416600164
397,stk,r117_59935_287,59935.74876410536,59935.87307995058,98.4375,1381.46484375,1332.24609375,1430.68359375,10740.889026992954,179.01481711654924,2.9835802852758206,0.12431584521982586
398,stk,r117_59935_288,59935.873090711415,59935.970242005984,98.4375,1381.46484375,1332.24609375,1430.68359375,8393.871850753203,139.89786417922005,2.3316310696536675,0.09715129456890281
399,wb,p11744,59936.441793981474,59936.939432408886,64.0,332.0,300.0,364.0,41199.0988873411,686.6516481223516,11.444194135372527,0.4768414223071886
400,tr,f22c25,59936.687592592585,59936.964918975595,256.0,4708.0,4580.0,4836.0,22786.969732353464,379.78282887255773,6.329713814542629,0.26373807560594287
401,wb,p11745,59937.439039351855,59937.93665463112,64.0,332.0,300.0,364.0,41196.47744838148,686.6079574730247,11.443465957883745,0.4768110815784894
402,wb,p11746,59938.436261574076,59938.93387685332,64.0,332.0,300.0,364.0,41197.526018181816,686.6254336363636,11.443757227272727,0.4768232178030303
403,wb,p11747,59939.43417824074,59939.93179352,64.0,332.0,300.0,364.0,41202.768905530684,686.7128150921781,11.445213584869634,0.4768838993695681
404,wb,p11748,59940.43138888889,59940.92901574223,64.0,332.0,300.0,364.0,41228.7211448187,687.145352413645,11.452422540227417,0.4771842725094757
405,wb,p11749,59941.42861111112,59941.88332129778,64.0,332.0,300.0,364.0,37550.314491125755,625.8385748520959,10.430642914201599,0.4346101214250666
406,wb,p11750,59942.42584490741,59942.92346018668,64.0,332.0,300.0,364.0,41217.71110596601,686.9618517661002,11.44936419610167,0.4770568415042362
407,wb,p11751,59943.42306712963,59943.92069398298,64.0,332.0,300.0,364.0,41201.98247220833,686.6997078701388,11.44499513116898,0.47687479713204084
408,wb,p11752,59944.420289351845,59944.91790463111,64.0,332.0,300.0,364.0,41195.69101128727,686.5948501881212,11.443247503135353,0.4768019792973064
409,wb,p11753,59947.592511574076,59947.90898102,64.0,332.0,300.0,364.0,26873.44537123572,447.890756187262,7.464845936454367,0.3110352473522653
410,wb,p11754,59948.40917824074,59948.90679352,64.0,332.0,300.0,364.0,40568.118283711374,676.1353047285229,11.268921745475382,0.46953840606147423
411,stk,r117_59949_289,59949.40027780457,59949.52445824918,98.4375,1381.46484375,1332.24609375,1430.68359375,10729.190414375626,178.81984023959376,2.980330670659896,0.124180444610829
412,wb,p11755,59949.406388888885,59949.90401574223,64.0,332.0,300.0,364.0,41197.00174208265,686.6166957013775,11.443611595022958,0.47681714979262324
413,stk,r117_59949_290,59949.52449283763,59949.64865467322,98.4375,1381.46484375,1332.24609375,1430.68359375,10727.582595194692,178.79304325324486,2.9798840542207476,0.12416183559253116
414,stk,r117_59949_291,59949.648683193525,59949.77305304525,98.4375,1381.46484375,1332.24609375,1430.68359375,10745.555189321749,179.09258648869582,2.9848764414782636,0.12436985172826098
415,tr,f22l24,59949.64938657407,59949.926736098525,128.0,1414.0,1350.0,1478.0,22815.965177700855,380.26608629501425,6.337768104916904,0.26407367103820434
416,stk,r117_59949_292,59949.77310535269,59949.89740388345,98.4375,1381.46484375,1332.24609375,1430.68359375,10739.393057813868,178.9898842968978,2.98316473828163,0.12429853076173458
417,stk,r117_59950_293,59950.39005988119,59950.517686629406,98.4375,1381.46484375,1332.24609375,1430.68359375,11026.95104596205,183.78251743270084,3.0630419572116807,0.12762674821715336
418,stk,r117_59950_294,59950.51770875793,59950.641787378976,98.4375,1381.46484375,1332.24609375,1430.68359375,10720.392858493142,178.67321430821903,2.977886905136984,0.12407862104737433
419,stk,r117_59950_295,59950.64199082378,59950.76614946349,98.4375,1381.46484375,1332.24609375,1430.68359375,10727.306470787153,178.78844117978588,2.9798073529964313,0.12415863970818464
420,tr,f22l25,59950.64938657407,59950.94408564223,128.0,1414.0,1350.0,1478.0,24231.968768220395,403.8661461370066,6.731102435616776,0.28046260148403235
421,stk,r117_59950_296,59950.76616317749,59950.9009310438,98.4375,1381.46484375,1332.24609375,1430.68359375,11643.9436489949,194.06572748324834,3.2344287913874723,0.13476786630781135
422,stk,r117_59951_297,59951.396265643525,59951.520951928935,98.4375,1381.46484375,1332.24609375,1430.68359375,10772.895059385335,179.5482509897556,2.99247084982926,0.12468628540955248
423,stk,r117_59951_298,59951.52106572696,59951.64529957125,98.4375,1381.46484375,1332.24609375,1430.68359375,10733.804146642795,178.89673577737992,2.981612262956332,0.12423384428984716
424,tr,f22l26,59951.64244212963,59951.937152751845,128.0,1414.0,1350.0,1478.0,22183.931895461865,369.73219825769775,6.162203304294962,0.2567584710122901
425,stk,r117_59951_299,59951.64541397605,59951.769532606464,98.4375,1381.46484375,1332.24609375,1430.68359375,10723.849667469041,178.7308277911507,2.9788471298525114,0.12411863041052132
426,stk,r117_59951_300,59951.76958390253,59951.900478388976,98.4375,1381.46484375,1332.24609375,1430.68359375,11309.283628687263,188.48806047812104,3.1414676746353507,0.1308944864431396
427,stk,r117_59952_301,59952.385108814226,59952.506291310456,98.4375,1381.46484375,1332.24609375,1430.68359375,10470.167674287222,174.5027945714537,2.9083799095242284,0.12118249623017618
428,stk,r117_59952_302,59952.50634713741,59952.63254018447,98.4375,1381.46484375,1332.24609375,1430.68359375,10903.07926638052,181.71798777300867,3.0286331295501445,0.12619304706458936
429,stk,r117_59952_303,59952.632567005676,59952.75706445034,98.4375,1381.46484375,1332.24609375,1430.68359375,10756.579218618572,179.27632031030953,2.987938671838492,0.12449744465993717
430,stk,r117_59952_304,59952.757144064446,59952.89628144242,98.4375,1381.46484375,1332.24609375,1430.68359375,12021.469457214696,200.3578242869116,3.339297071448527,0.13913737797702194
431,stk,r117_59953_305,59953.48056399801,59953.60484011709,98.4375,1381.46484375,1332.24609375,1430.68359375,10737.45668856427,178.95761147607118,2.9826268579345196,0.12427611908060499
432,stk,r117_59953_306,59953.60486689783,59953.72969424747,98.4375,1381.46484375,1332.24609375,1430.68359375,10785.083009395748,179.75138348992914,2.995856391498819,0.12482734964578412
433,tr,f22c26,59953.63896990741,59953.94234953117,256.0,4708.0,4580.0,4836.0,24931.975311948918,415.5329218658153,6.925548697763588,0.28856452907348284
434,stk,r117_59953_307,59953.72976229165,59953.89608173697,98.4375,1381.46484375,1332.24609375,1430.68359375,14370.000075758435,239.50000126264058,3.9916666877106763,0.16631944532127818
435,stk,r117_59954_308,59954.47624475964,59954.600113908244,98.4375,1381.46484375,1332.24609375,1430.68359375,10702.29443963617,178.37157399393618,2.972859566565603,0.12386914860690013
436,stk,r117_59954_309,59954.600133164495,59954.72927686883,98.4375,1381.46484375,1332.24609375,1430.68359375,11158.01605435554,185.966934239259,3.09944890398765,0.12914370433281874
437,tr,f22l27,59954.638981481476,59954.93368054973,128.0,1414.0,1350.0,1478.0,24179.921179125085,402.9986863187514,6.71664477197919,0.27986019883246627
438,stk,r117_59954_310,59954.72950729662,59954.895958865774,98.4375,1381.46484375,1332.24609375,1430.68359375,14381.415574718269,239.6902595786378,3.9948376596439634,0.16645156915183182
439,tr,f22l28,59955.6216087963,59955.94234951046,128.0,1414.0,1350.0,1478.0,26341.957940231077,439.0326323371846,7.317210538953077,0.3048837724563782
440,tr,f22l29,59956.63030092593,59956.94236106454,128.0,1414.0,1350.0,1478.0,25629.946152702905,427.1657692117151,7.119429486861918,0.29664289528591326
441,tr,f22l30,59957.6216087963,59957.94236109861,128.0,1414.0,1350.0,1478.0,26375.962933315895,439.5993822219316,7.3266563703655265,0.30527734876523027
442,tr,f22l31,59958.6216087963,59958.85450228603,128.0,1414.0,1350.0,1478.0,19159.970017313026,319.33283362188376,5.322213893698063,0.22175891223741928
443,tr,f22l32,59959.62855324074,59959.90590276528,128.0,1414.0,1350.0,1478.0,22804.955407907255,380.0825901317876,6.334709835529793,0.2639462431470747
444,stk,r117_59962_311,59962.370898692156,59962.49519006251,98.4375,1381.46484375,1332.24609375,1430.68359375,10738.774398551324,178.97957330918874,2.982992888486479,0.1242913703536033
445,stk,r117_59962_312,59962.495210491936,59962.61948297013,98.4375,1381.46484375,1332.24609375,1430.68359375,10737.142115738243,178.95236859563738,2.9825394765939564,0.12427247819141485
446,stk,r117_59962_313,59962.619512097226,59962.74446784889,98.4375,1381.46484375,1332.24609375,1430.68359375,10796.176943765022,179.9362823960837,2.9989380399347283,0.12495575166394701
447,tr,f22l33,59962.6268287037,59962.89548609861,128.0,1414.0,1350.0,1478.0,22084.95232395362,368.08253873256035,6.134708978876006,0.2556128741198336
448,stk,r117_59962_314,59962.744477962464,59962.87575886858,98.4375,1381.46484375,1332.24609375,1430.68359375,11342.670288146472,189.0445048024412,3.1507417467073533,0.13128090611280638
449,stk,r117_59964_315,59964.42112684789,59964.54584120862,98.4375,1381.46484375,1332.24609375,1430.68359375,10775.320767285302,179.58867945475504,2.9931446575792506,0.12471436073246878
450,tr,f22l34,59964.6112037037,59964.88854166084,128.0,1414.0,1350.0,1478.0,22790.963470749557,379.8493911791593,6.330823186319321,0.2637842994299717
451,wb,p11768,59964.7893287037,59964.86304352,64.0,332.0,300.0,364.0,6266.555903130211,104.44259838550352,1.7407099730917253,0.07252958221215522
452,wb,p11769,59965.36263888889,59965.77929352001,64.0,332.0,300.0,364.0,34327.25197041873,572.1208661736455,9.535347769560758,0.3973061570650316
453,wb,p11770,59966.359872685185,59966.85748796445,64.0,332.0,300.0,364.0,41195.69101254456,686.594850209076,11.4432475034846,0.4768019793118583
454,tr,f22l35,59966.60424768519,59966.881585642324,128.0,1414.0,1350.0,1478.0,22777.950474293903,379.6325079048984,6.32720846508164,0.2636336860450683
455,wb,p11771,59967.357789351845,59967.85540463111,64.0,332.0,300.0,364.0,41204.60390551016,686.7433984251693,11.445723307086155,0.47690513779525645
456,tr,f22c27,59967.60427083332,59967.86422453117,256.0,4708.0,4580.0,4836.0,21334.974588663317,355.5829098110553,5.926381830184255,0.24693257625767728
457,wb,p11772,59968.35501157407,59968.85262685334,64.0,332.0,300.0,364.0,41194.380296207964,686.5730049367994,11.442883415613323,0.4767868089838885
458,tr,f22l36,59968.59730324074,59968.87465276528,128.0,1414.0,1350.0,1478.0,22805.97120593302,380.09952009888366,6.334992001648061,0.2639580000686692
459,wb,p11773,59969.352222222224,59969.84987031407,64.0,332.0,300.0,364.0,39861.11540899146,664.3519234831911,11.072532058053184,0.4613555024188827
460,stk,r117_59969_316,59969.3848725288,59969.5153274386,98.4375,1381.46484375,1332.24609375,1430.68359375,11271.30420722533,187.85507012042217,3.1309178353403695,0.13045490980584873
461,stk,r117_59969_317,59969.51533334491,59969.581128859376,98.4375,1381.46484375,1332.24609375,1430.68359375,5684.732449636795,94.74554082727991,1.5790923471213318,0.06579551446338883
462,tr,f22l37,59969.59037037037,59969.850335642324,128.0,1414.0,1350.0,1478.0,21371.977973752655,356.1996328958776,5.936660548264626,0.24736085617769277
463,tr,f22l38,59970.58688657407,59970.8468634201,128.0,1414.0,1350.0,1478.0,21382.97164400574,356.38286073342897,5.9397143455571495,0.2474880977315479
464,wb,p11774,59970.655555555546,59970.82291397629,64.0,332.0,300.0,364.0,13170.384388184175,219.50640646973625,3.6584401078289375,0.1524350044928724
465,wb,p11775,59971.34667824074,59971.84429352,64.0,332.0,300.0,364.0,41208.27392244246,686.804565374041,11.446742756234016,0.476947614843084
466,stk,r117_59971_318,59971.54330570224,59971.668395883615,98.4375,1381.46484375,1332.24609375,1430.68359375,10807.79167092405,180.12986118206751,3.0021643530344586,0.12509018137643577
467,tr,f22l39,59971.58689814816,59971.8468749875,128.0,1414.0,1350.0,1478.0,21381.972219608724,356.3662036601454,5.93943672766909,0.24747653031954542
468,stk,r117_59971_319,59971.75276875045,59971.85541855588,98.4375,1381.46484375,1332.24609375,1430.68359375,8868.943189526908,147.81571982544847,2.463595330424141,0.10264980543433921
469,wb,p11776,59972.34390046296,59972.779592536295,64.0,332.0,300.0,364.0,35950.18650891725,599.1697751486208,9.98616291914368,0.4160901216309867
470,stk,r117_59972_320,59972.536372713526,59972.62517561171,98.4375,1381.46484375,1332.24609375,1430.68359375,7672.570403292774,127.8761733882129,2.131269556470215,0.08880289818625896
471,stk,r117_59972_321,59972.624950527614,59972.664476462385,98.4375,1381.46484375,1332.24609375,1430.68359375,3415.0407648878167,56.91734608146361,0.9486224346910602,0.039525934778794174
472,stk,r117_59973_322,59973.324182409626,59973.44947324442,98.4375,1381.46484375,1332.24609375,1430.68359375,10825.128127005884,180.41880211676474,3.0069800352794123,0.12529083480330885
473,wb,p11777,59973.341122685175,59973.838737964456,64.0,332.0,300.0,364.0,41204.86604638863,686.7477674398106,11.445796123996843,0.4769081718332018
474,stk,r117_59973_323,59973.449483196164,59973.53923094546,98.4375,1381.46484375,1332.24609375,1430.68359375,7754.205539356916,129.23675898928192,2.1539459831546988,0.08974774929811245
475,tr,f22l40,59973.58341435184,59973.84340276528,128.0,1414.0,1350.0,1478.0,21384.970494057052,356.41617490095086,5.940269581682514,0.24751123257010477
476,wb,p11778,59974.33834490741,59974.83596018668,64.0,332.0,300.0,364.0,41200.67175021395,686.6778625035658,11.444631041726097,0.4768596267385874
477,stk,r117_59974_324,59974.405951909066,59974.61247287634,98.4375,1381.46484375,1332.24609375,1430.68359375,17843.411572370682,297.3901928728447,4.9565032145474115,0.20652096727280883
478,tr,f22l41,59974.58341435184,59974.84340276528,128.0,1414.0,1350.0,1478.0,21377.96633709222,356.299438951537,5.938323982525617,0.24743016593856737
479,wb,p11779,59975.335555555546,59975.8332036474,64.0,332.0,300.0,364.0,41202.76890993118,686.7128151655197,11.445213586091995,0.4768838994204998
480,tr,f22l42,59975.576481481476,59975.85381943861,128.0,1414.0,1350.0,1478.0,22766.936331032775,379.44893885054626,6.324148980842438,0.26350620753510157
481,wb,p11780,59976.332789351836,59976.830404631124,64.0,332.0,300.0,364.0,41204.6039061388,686.7433984356467,11.445723307260778,0.4769051378025324
482,stk,r117_59976_325,59976.400405853135,59976.451831466875,98.4375,1381.46484375,1332.24609375,1430.68359375,4443.173027713783,74.05288379522972,1.2342147299204953,0.051425613746687304
483,stk,r117_59976_326,59976.45199460479,59976.56648178954,98.4375,1381.46484375,1332.24609375,1430.68359375,9891.69276240282,164.861546040047,2.747692434000783,0.11448718475003264
484,wb,p11781,59977.33,59977.82762685334,64.0,332.0,300.0,364.0,41208.53607337922,686.8089345563203,11.446815575938672,0.47695064899744466
485,stk,r117_59977_327,59977.37915826737,59977.50689428271,98.4375,1381.46484375,1332.24609375,1430.68359375,11036.391725367866,183.93986208946444,3.0656643681577407,0.12773601533990586
486,stk,r117_59977_328,59977.506911758974,59977.64452813537,98.4375,1381.46484375,1332.24609375,1430.68359375,11890.054920944385,198.16758201573975,3.3027930335956626,0.13761637639981927
487,tr,f22l43,59977.57304398147,59977.850335641575,128.0,1414.0,1350.0,1478.0,22760.93978213612,379.34899636893533,6.322483272815589,0.26343680303398287
488,stk,r117_59977_329,59977.64453699487,59977.771560852336,98.4375,1381.46484375,1332.24609375,1430.68359375,10974.861284997314,182.91435474995524,3.0485725791659206,0.1270238574652467
489,stk,r117_59977_330,59977.771571451376,59977.83462185697,98.4375,1381.46484375,1332.24609375,1430.68359375,5447.55504343193,90.79258405719884,1.5132097342866473,0.06305040559527697
490,stk,r117_59978_331,59978.3617457579,59978.4863745982,98.4375,1381.46484375,1332.24609375,1430.68359375,10767.931801755913,179.4655300292652,2.99109216715442,0.12462884029810084
491,stk,r117_59978_332,59978.48638980901,59978.609871243396,98.4375,1381.46484375,1332.24609375,1430.68359375,10668.795930803752,177.81326551339586,2.9635544252232644,0.12348143438430267
492,wb,p11782,59978.52333333332,59978.82528698074,64.0,332.0,300.0,364.0,24610.354691091925,410.1725781848654,6.836209636414424,0.2848420681839343
493,stk,r117_59978_333,59978.609882975135,59978.73709595655,98.4375,1381.46484375,1332.24609375,1430.68359375,10991.201594425364,183.18669324042273,3.0531115540070455,0.12721298141696022
494,stk,r117_59978_334,59978.73710590832,59978.772846087275,98.4375,1381.46484375,1332.24609375,1430.68359375,3087.951461412013,51.46585769020022,0.8577642948366703,0.03574017895152793
495,stk,r117_59979_335,59979.331885331296,59979.45634240255,98.4375,1381.46484375,1332.24609375,1430.68359375,10753.090956131928,179.2181826021988,2.9869697100366466,0.12445707125152694
496,stk,r117_59979_336,59979.45635016978,59979.58076836442,98.4375,1381.46484375,1332.24609375,1430.68359375,10749.732017400676,179.16220029001127,2.986036671500188,0.12441819464584117
497,wb,p11783,59979.5022337963,59979.779571297775,64.0,332.0,300.0,364.0,22512.41523809731,375.20692063495517,6.253448677249253,0.2605603615520522
498,tr,f22l44,59979.56952546296,59979.77048609418,128.0,1414.0,1350.0,1478.0,16546.975935576484,275.78293225960806,4.596382204326801,0.19151592518028338
499,stk,r117_59979_337,59979.5807766171,59979.70509582003,98.4375,1381.46484375,1332.24609375,1430.68359375,10741.179133043624,179.01965221739374,2.9836608702898957,0.12431920292874565
500,stk,r117_59979_338,59979.705102252236,59979.785134977275,98.4375,1381.46484375,1332.24609375,1430.68359375,6914.827443449758,115.24712405749597,1.920785400958266,0.08003272503992775
501,stk,r117_59980_339,59980.306249623216,59980.41759241496,98.4375,1381.46484375,1332.24609375,1430.68359375,9620.01720671542,160.33362011192366,2.6722270018653944,0.11134279174439143
502,wb,p11784,59980.32237268519,59980.819987964445,64.0,332.0,300.0,364.0,41203.03104640916,686.7171841068193,11.445286401780322,0.4768869334075134
503,stk,r117_59980_340,59980.695273452,59980.82438616832,98.4375,1381.46484375,1332.24609375,1430.68359375,11155.338690080678,185.92231150134464,3.0987051916890773,0.1291127163203782
504,wb,p11785,59981.319594907414,59981.81721018666,64.0,332.0,300.0,364.0,41210.37106141448,686.8395176902413,11.447325294837356,0.4769718872848898
505,tr,f22l45,59981.562592592585,59981.84861109861,128.0,1414.0,1350.0,1478.0,23470.91995663941,391.1819992773235,6.519699987955391,0.271654166164808
506,wb,p11786,59982.316805555565,59982.814453647414,64.0,332.0,300.0,364.0,33512.770559149794,558.5461759858299,9.309102933097165,0.38787928887904854
507,tr,f22l46,59982.56258101852,59982.82256943196,128.0,1414.0,1350.0,1478.0,21382.967546512373,356.3827924418729,5.939713207364548,0.24748805030685617
